Text,Verdict
"The subscriptions increase Cargotec 's share capital by 36,780 euros .",positive
"Finnish construction company YIT is reducing the number of start-ups of market-financed residential units in 2007 to about 2,300 from the previously announced 2,700 .",negative
The company website is www.ahlstrom.com .,neutral
"`` Korean consumers are tech-savvy and leading the pack in terms of design , '' Gill Hyun-chang , president of Motorola Korea Inc. , told Dow Jones Newswires in an interview .",neutral
"Operating profit decreased to nearly EUR 1.7 mn , however .",negative
The company will enhance the GPRS capability in the existing 12 IDEA telecom service areas and add 10 more service areas to its network .,positive
"For example , net sales increased by 5.9 % from the first quarter , and EBITDA increased from a negative EUR 0.2 mn in the first quarter of 2009 .",positive
The desk will reach its full planned strength of ten persons in autumn 2007 .,neutral
Why not subscribe to the magazine ?,neutral
"Cablevision Systems Corp. CVC Their Madison Square Garden division owns and operates the New York Knickerbockers basketball team ; they also own the Madison Square Garden Arena , the New York Rangers hockey team , the New York Liberty women 's basketball team , and the Hartford Wolf Pack hockey team .",neutral
Finnish forest industry group Stora Enso Oyj issued on Thursday ( 20 March ) a profit warning for the first quarter 2008 .,negative
The value of the order is EUR 4mn .,neutral
The economic occupancy rate of Sponda 's property portfolio rose to 91.2 % from 88.8 % in 2006 .,positive
"The redesigned crushing circuit has been in operation since the start of September and its overall production rate on a weekly basis is in excess of an average of 40,000 tonnes a day .",neutral
com and possibly also through photo-msn .,neutral
Operating profit rose to EUR 3.2 mn from EUR 1.0 mn in the corresponding period in 2008 .,positive
"In 2007 , Contempus generated revenue of NOK 69.3 ( approx .",neutral
"Ragutis , controlled by the Finnish brewery Olvi , achieved a 5.7 percent rise in beer sales to 22.6 million liters and held a 10.75 percent market share .",positive
The EUR 0.7 million non-recurring expenses have been recorded for the third quarter .,neutral
The insurance division turned a EUR120m profit .,neutral
"The company 's profit before taxes fell to EUR 21.1 mn in the third quarter of 2008 , compared to EUR 35.8 mn in the corresponding period in 2007 .",negative
"Revenue for the quarter totaled 27.4 billion , down 2 percent from 28.1 billion in the fourth quarter in 2008 .",negative
The rationalization of the operations seeks to achieve over EUR 1 million in yearly savings as from the second quarter of the current financial year .,positive
The pipeline is strong .,positive
"The authorisation is in force until the end of the next Annual General Meeting and repeals the authorisation to acquire own shares given by the General Meeting held on April 4 , 2007 .",neutral
Hobby Hall 's sales decrease 26 pct due to implementing a new information system that involved changing in the principal of posting sales .,negative
"In addition to software development , the new design unit will provide for mechanical engineering and electronics design .",neutral
The stock was hit by the profit warning of Finnish rival Rautaruukki Oyj ( OMX : RTRKS ) .,negative
Swiss franc surged to record 1.42 euros after it reported sharpest gain in manufacturing in March .,positive
And Ogden reportedly will shell out $ 4.2 million .,neutral
Market share decreased on the route between Helsinki in Finland and Tallinn in Estonia by 0.1 percentage points to 24.8 % .,negative
"Via the agreement , Ramirent will expand the range of equipment and services it delivers to Destia , Ramirent Finland 's managing director Kari Aulasmaa , said .",positive
An audio webcast will be available live and archived on Cerner 's Web site at www.cerner.com .,neutral
"The order comprises all production lines for a plywood mill , company said in a statement received by Lesprom Network .",neutral
Net sales dropped by 6 % year-on-year to EUR 11.9 million .,negative
Castecka said the town hall would hold talks with other investors interested in the zone .,neutral
"The EBRD is using its own funds to provide a 21.6 million A loan while the B portion of 10 million Euros has been syndicated to two Finnish commercial banks , Nordea Bank Finland Plc and Pohjola Bank Plc. .",neutral
"Vanhanen said the strike would be `` extremely damaging '' as some 1,300 participants and reporters begin to arrive in Finland for the one-day EU summit with Russian President Vladimir Putin in Lahti , about 100 kilometers ( 60 miles ) north of Helsinki .",negative
The talks are aimed at restructuring operations and cutting costs .,positive
"Incap Corporation Stock Exchange Announcement 29 April 2010 at 1 p.m. INVITATION TO A NEWS CONFERENCE ON INCAP 'S INTERIM REPORT Q1-2010 Incap will publish its interim report for January-March 2010 on Wednesday , 5 May 2010 .",neutral
"The total value of the order , placed by Aspo ' marine transportation subsidiary ESL Shipping Oy , is EUR 60 million ( USD 77.5 m ) .",neutral
"In the reporting period , EPS stood at EUR0 .07 versus EUR0 .11 .",negative
Reported operating margin was a negative 5.9 % .,negative
The original contract was signed last summer .,neutral
"The market share of Volkswagen passenger cars in Finland was 10.1 percent , Audi had a market share of 3.1 percent and Seat 's share was 0.9 percent .",neutral
"Sampo Bank 's market share of lending was 13.6 % , down from 14.4 % in the first quarter of 2008 .",negative
com and possibly also through photo-msn .,neutral
The size of a cider bottle will remain unchanged .,neutral
The parties have therefore agreed to leave Avena out of the deal .,neutral
M+ kel+  is demanding a new Board for the company as well as discussions on the merger of Alma media and media company Talentum .,neutral
The orders are part of a long-term development plan of Latvijas Finieris .,neutral
"Finnish Food Workers ' Union SEL plans to hasten its collective bargaining with a two-day strike that would begin on 7 April 2010 , in Finland .",negative
"As a result of the transaction , Sanoma Budapest has acquired a stake in the online store Egeszsegbolt .",neutral
`` The combined activities will create value for shareholders and be good for our employees and customers .,positive
There have not been previous share subscriptions with 2004 stock options .,neutral
"Profit after taxes for the period was up to EUR0 .9 m , from EUR0 .01 m last year .",positive
"ADPnews - Aug 3 , 2009 - Finnish media group Ilkka-Yhtyma Oyj HEL : ILK2S said today its net profit fell 45 % on the year to EUR 5.9 million USD 8.4 m in the first half of 2009 .",negative
Finnish insurance company Fennia and Kesko Group are ending their loyal customer cooperation .,negative
Glaston 's net profit for the third quarter of 2007 dropped to 2.4 mln euro ( $ 3.5 mln ) from 3.5 mln euro ( $ 5.1 mln ) for the corresponding period of 2006 .,negative
Finnish pharmaceuticals company Orion 's net sales rose to EUR 190mn in the first quarter of 2009 from EUR 180mn in the first quarter of 2008 .,positive
Profit before taxes decreased to EUR 31.6 mn from EUR 50.0 mn the year before .,negative
"Like all other mechanical pipettors from Biohit , also Proline Plus is CE-IVD marked and comes with a 3-year warranty .",neutral
"Finnish financial software solutions developer BasWare Oyj said its net profit fell to 884,000 euro ( $ 1.2 mln ) for the first quarter of 2007 from 2.0 mln euro ( $ 2.7 mln ) a year earlier .",negative
The company also said that in Poland a profitability program has been launched at the Oborniki steel frame and sandwich panel plant .,positive
"The sale will result in a capital loss of EUR5m for Solidium , which obtained Tikkurila shares in March 2010 .",negative
Fancy Dans on the move FAB Glasgow gift and interiors store Fancy Dans is moving !,neutral
"The size of the extension , 18.5 % of which already has been let , will have a gross area of about 2,830 sq m 30,460 sq ft .",neutral
The Finnish company previously said its operating result will be lower than the break-even posted a year earlier .,negative
"The acquired plant has an annual capacity of some 300,000 tonnes and most of its production is sold to domestic customers .",neutral
"Dealers said the share was largely hit by investor disappointment about a refining margin of just 9.48 usd per barrel for the quarter and the performance of its shipping unit , which saw EBIT drop to 5 mln eur from 20 mln eur a year amid a fall in volumes and tanker rates .",negative
"According to Pietinalho , doctors should motivate their patients who smoke every time they visit their doctors .",neutral
"Earnings per share ( EPS ) for the first quarter 2007 amounted to EUR0 .07 , up from EUR0 .04 .",positive
"`` I am very pleased and proud of our performance last year , '' Chief Executive Juha Rantanen said in a statement .",positive
The options might include a partial or total divestment of their shareholdings in Ovako .,neutral
"Earnings per share for the quarter were also higher year-on-year at 0.33 eur versus 0.27 , and above market expectations of 0.28 eur .",positive
A paper mill in the central Maine town of Madison soon will have a new owner .,neutral
"Sales are expected to increase in the end of the year 2006 , however .",positive
Net profit was 35.5 mln compared with 29.8 mln .,positive
"The report profiles 614 companies including many key and niche players worldwide such as Black & Decker Corporation , Fiskars Corporation , Fiskars Brands , Inc. , Husqvarna Outdoor Products Inc. , K+S Group , Ryobi Technologies , Inc. , The Scotts Miracle-Gro Company , and Van Group , Inc. .",neutral
The passenger tunnel is expected to be put into operation in 2009 .,neutral
"Established in 1987 , the SRV Group is a private Finnish construction concern with operations in Finland , the Baltic countries and Russia .",neutral
National sponsors for The Big Read include National Endowment for the Arts in cooperation with the Institute of Museum and Library Services and Arts Midwest .,neutral
Operating profit rose to EUR 3.11 mn from EUR 1.22 mn in the corresponding period in 2009 .,positive
It will focus on improving its profitability next year by streamlining operations .,positive
"The product range includes marinated olives , cold cuts , and pates , for example .",neutral
"`` After the share purchase is completed , financing will also be provided to expand Latvia 's broadband infrastructure and to develop new areas of business , including acquisitions of other companies . ''",positive
"Operating profit totaled EUR 6.7 mn , down from EUR 7.2 mn in the corresponding period in 2005 .",negative
"The metal has gained 41 percent this year as demand from China , the world 's largest user , increased .",positive
"The planned facility , estimated to cost around $ 814 million , would be the largest biodiesel plant in the world , and use palm oil certified by the Roundtable on Sustainable Palm Oil ( RSPO ) .",positive
Net loss in the same period in 2009 was euro18 .6 million .,neutral
"Cargo traffic fell 1 % year-on-year to 8,561 tonnes in September 2009 .",negative
Expense ratio was 102.6 % compared to 92.9 % in the corresponding period in 2005 .,negative
Export declined by 6 percent to 16.4 million liters .,negative
Uponor improved its performance in spite of the decrease in residential construction in the US .,positive
"Pretax profit totalled EUR 2.0 mn , compared to a loss of EUR 159.2 mn in the fourth quarter of 2008 .",positive
"Galeria Podlaska , a shopping mall on Wysockiego Street in Bia ` ystok , is approximately 60-percent leased or reserved .",neutral
Deliveries by Outotec will take place over 30 months .,neutral
"Net interest income totaled EUR 15.9 mn , compared to EUR 15.6 mn a year earlier .",positive
Le Lay succeeds Walter G++nter and will be based in Finland .,neutral
"Reporting in accordance with the merged business operations will start as of January 1 , 2011 .",neutral
The rationalization of the operations seeks to achieve over EUR 1 million in yearly savings as from the second quarter of the current financial year .,positive
The Finnish company previously said its operating result will be lower than the break-even posted a year earlier .,negative
Raffles Equities Ltd became a substantial holder in Archer Exploration Ltd on January 12 with 11.7 million shares ( 18.2 pc ) .,neutral
"HK Ruokatalo now accounts for about 50 % of poultry sales in Finland , and profitability is at a good level .",positive
Operating profit decreased to EUR 11.2 mn from EUR 16.6 mn .,negative
"Finnish Cargotec 's Kalmar , the business area providing container handling solutions , has been awarded an order for a further ten E-One rubber-tyred gantry RTG cranes from Saigon Newport Company SNP , in Vietnam .",positive
"Neste oil 's board proposed 1.00 eur dividend for the full-year 2007 , compared with 0.90 eur a year ago .",positive
"During the strike , Finnair estimates to incur a net loss of between EUR2m and EUR2 .5 m per day .",negative
`` The CHF is a great product .,positive
"The company 's profit totaled Ls 578,100 in H1 2007 , down 30.9 % year-on-year .",negative
"Thanks to the internet , consumers compare products more than previously and Finnish companies are not competitive .",negative
Cision says the sale will return its U.K. operation to profitability .,positive
"This new deal has strengthened the partnership from Telemig Celular and Tecnomen , which it has started since the beginning of Telemig 's prepaid operations .",positive
"Therefore , the company 's 2005 result will remain weaker than that of 2004 .",negative
"In October , UPM reported a third-quarter net loss of euro86 million $ 110 million compared with a net profit of euro120 million in 2007 .",negative
The acquisition of Boomeranger Boats Oy is in line with the Done Solutions strategy of developing its business through company acquisitions .,positive
"The largest restructuring is planned for Italy , where negotiations on about 40 job cuts are to be initiated today , the company noted .",negative
"The works will include the laying of natural stone pavements and the installation of underground heating , and surface water drainage systems .",neutral
These moderate but significant changes resulted in a significant 24-32 % reduction in the estimated CVD risk .,positive
"The Group owns and operates a fleet of more than 800dwt , while container capacity is 17,000 TEUs , and manages a diversified fleet of its own railway rolling stock of over 17,000 units .",neutral
"The period 's sales dropped to EUR30 .6 m from EUR38 .3 m , according to the interim report , released today .",negative
"The financial impact is estimated to be some 1.5 MEUR annual improvement in the division 's result , starting from fiscal year 2007 .",positive
"Operating loss totalled EUR 5.2 mn , compared to a loss of EUR 3.4 mn in the corresponding period in 2008-2009 .",negative
"The total service concept also includes technology services , with which Raute supports its customers throughout the entire life cycle of their investments .",neutral
"` This is a repeat order to follow successfully installed 159 elevators in the same Delhi metro system , ' Kone spokeswoman told Thomson Financial News .",positive
"The devices would be launched in the Chinese market in late 2006 , the company said .",neutral
Choose from a Giant Countdown with red head or rainbow trout -- or the Giant Shad Rap in perch color .,neutral
"RAPALA TOURNAMENT FISHING : With all the major titles already out for the holidays , bargain-priced games such as Rapala aim for a smaller audience .",neutral
The company now estimates its net sales in 2010 to increase considerably from 2009 and its operating result to be clearly positive .,positive
Production capacity will increase from 36 000 to 85 000 tonnes per year and the raw material will continue to be recycled paper and board .,positive
Commission income rose by 25.7 % to EUR 16.1 mn from EUR 12.8 mn in 2004 .,positive
"Operating profit was EUR 139.7 mn , up 23 % from EUR 113.8 mn .",positive
"Finnish Scanfil , a systems supplier and contract manufacturer to the communications sector and the electronics industry , reports its net sales totalled EUR 94.7 mn in the first half of 2010 , down from EUR 99.5 mn in the first half of 2009 .",negative
"The total floor area of the plant expansion is 29,000 square metres .",neutral
Consolidated pretax profit decreased by 69.2 % to EUR 41.0 mn from EUR 133.1 mn in 2007 .,negative
Diluted earnings per share ( EPS ) rose to EUR 0.29 from EUR 0.05 .,positive
"Finnish property investment company Citycon will expand and refurbish + kersberga shopping center in Stockholm , in Sweden .",neutral
"Previously , the company anticipated its operating profit to improve over the same period .",positive
Ponsse will divide its sales and maintenance service network into six geographical areas .,neutral
Earnings per share ( EPS ) in 2005 decreased to EUR1 .87 from EUR1 .89 in 2003 .,negative
Last year 's net sales rose to EUR 68.3 million from EUR 62.2 million .,positive
Cash flow from operations in January-December 2008 was a negative EUR 18.1 mn compared to EUR 39.0 mn in the corresponding period in 2007 .,negative
"Operating profit margin was 8.3 % , compared to 11.8 % a year earlier .",negative
"The company serves customers in various industries , including process and resources , industrial machinery , architecture , building , construction , electrical , transportation , electronics , chemical , petrochemical , energy , and information technology , as well as catering and households .",neutral
Finland 's Poyry Energy has won a contract to advise builders of a new cogeneration power plant in Lithuania 's second-biggest city of Kaunas and to supervise the construction process .,positive
CORPORATE IT UPDATE - ( C ) 1995-2009 M2 COMMUNICATIONS LTD Finnish technology group Teleste Corporation ( OMX Helsinki : TLT1V ) reported on Wednesday ( 4 February ) an operating profit of EUR5 .6 m on net sales of EUR108 .7 m for the year 2008 .,neutral
"Revenue was slightly down , at  x20ac 495 million $ 634 million , compared to  x20ac 497 million a year earlier .",negative
Finnish metal products company Componenta Oyj net profit went slightly down to 25.1 mln euro ( $ 40.2 mln ) for the first half of 2008 from 25.4 mln euro ( $ 40.7 mln ) for the same period of 2007 .,negative
Operating profit rose to EUR 27.8 mn from EUR 17.5 mn in 2008 .,positive
Operating loss amounted to EUR 0.7 mn compared to a profit of EUR 0.8 mn in the second quarter of 2005 .,negative
Return on capital employed ROCE was a negative 2.3 % compared to 11.3 % in 2007 .,negative
"The business is organised , as of February 1 , 2011 , in a way that production of design services is combined into one entity , Etteplan Operations .",neutral
"Operating profit , excluding non-recurring items , totalled EUR 2.2 mn , down from EUR 2.7 mn in the corresponding period in 2008 .",negative
E 's building system service had revenue of EUR 355 mln in 2007 .,neutral
"Again , the most significant sales increase of 18.6 % was in Russia .",positive
"The market value of one crane is some USD6m , reported the Finnish news agency STT .",neutral
"In 2008 , the steel industry accounted for 64 percent of the cargo volumes transported , whereas the energy industry accounted for 28 percent and other industries for 8 percent .",neutral
The program 's target is structural cost reductions of about EUR 30mn in 2009 .,positive
"Dolce & Gabbana has asked the European Union to declare Marimekko Corporation 's `` Unikko '' floral pattern trademark invalid , in a continuing dispute between the two companies .",negative
"All the ferries had run into trouble just outside the Stockholm archipelago , made up of more than 20,000 islands .",negative
Sales at the unit slumped last year after the industry was hit by poor snowfall in the major resorts in the winter of 2006-07 .,negative
LONDON MarketWatch -- Nokia nok said it 's won a five-year services contract to run Hutchison Essar 's network operations in nine locations in India .,positive
"`` Uncommonly weak snow conditions in nearly every market have affected our first quarter result , '' Chief Executive Roger Talermo said .",negative
Operating profit excluding non-recurring items totaled EUR 5.4 mn compared to EUR 5.5 mn in the corresponding period in 2007 .,negative
"Many of the commercial vessels had got stuck in the narrow Bay of Bothnia , where the ice is thicker , and around the Aaland islands .",negative
The fair value of the company 's investment properties grew to EUR 2.803 billion at the end of March 2009 from EUR 2.691 million a year ago .,positive
"Technopolis has Finnish operations in Oulu , Vantaa , Espoo , Lappeenranta , Jyvaskyla and Tampere and is also preparing to expand its operations to Russia .",neutral
"After the reporting period , BioTie North American licensing partner Somaxon Pharmaceuticals announced positive results with nalmefene in a pilot Phase 2 clinical trial for smoking cessation .",positive
Finnish and Swedish construction markets are still experiencing an estimated 4 % annual growth in 2008 .,positive
"Operating loss totalled EUR 0.9 mn , down from a profit of EUR 2.7 mn .",negative
He said things will be different when new Finnish nuclear power stations go into operation and the large hydro powered stations of northern Europe have a good year .,neutral
"Stora Enso R shares rose 1.20 pct to 11.84 eur , UPM-Kymmene was also dragged higher , rising 1.68 pct to 17.56 eur and M-Real B added 2.38 pct to 4.30 eur .",positive
"To showcase our end-to-end capabilities at the Mobile World Congress , we arranged an internal MeeGo application development competition to entice developers to create new applications .",neutral
"The customer is then forwarded to the site , and unknown to him logged in with the first number .",neutral
Operating profit increased by 145.1 % to EUR 8.3 mn from EUR 3.4 mn .,positive
Oriola-KD expects its invoicing in 2008 to be higher than the comparable invoicing of 2007 .,positive
"Profit for the period totalled EUR 1.1 mn , down from EUR 1.6 mn in the third quarter of 2008 .",negative
"Finnish lifting equipment maker Kone Oyj said on October 4 , 2007 it won an order worth 15 mln euro $ 21.2 mln to deliver a total of 53 custom designed elevators to Norwegian shipbuilder Aker Yards ASA .",positive
"Pre-tax profit totaled EUR 397.4 mn , up from EUR 164.7 mn .",positive
The net sales decreased to EUR 49.8 million from EUR 59.9 million .,negative
Finnish KCI Konecranes has raised its net sales growth estimate for 2006 from over 25 % to over 35 % .,positive
"The aim of the CEO 's Q&A sessions is to give further clarity on information , which has been made public already earlier .",neutral
"Finnish electronics contract manufacturer Scanfil reports net sales of EUR 241.2 mn in 2006 , down from EUR 321.6 mn in 2005 .",negative
Subscription sales decreased slightly .,negative
"The agreement will provide The Switch with double the converter capacity , whilst opening up further manufacturing locations in China .",positive
"Profit per share was EUR 1.03 , up from EUR 0.87 .",positive
"After the transaction , Alma Media raised its stake in Talentum to 30.65 % of the shares and some 31.12 % of voting rights .",positive
Airbus has 100 firm orders for the A350 and 89 nonbinding commitments .,positive
It also turned to earnings per share ( EPS ) of EUR 0.08 versus loss per share of EUR 0.04 .,positive
"According to Scanfil , demand for telecommunications network products has fluctuated significantly in the third quarter of 2006 , and the situation is expected to remain unstable for the rest of the year .",negative
"The company 's annual loss amounted to EEK 18mn , compared to a profit of EEK 7.3 mn in 2008 .",negative
EBIT excluding non-recurring items was estimated to increase from 2009 .,positive
Neither of the companies use genetically engineered soy at the moment .,neutral
"Finnair 's passenger load factor , which measures the number of sold seats as a share of all available seats , dropped by 1.3 percentage points to 76.7 % in September .",negative
"The company is also seeking possibilities to relocate the Luumaki personnel , some 50 people , to other UPM mills .",neutral
Espoon kaupunki awarded contracts for personal care products .,positive
"Helsinki 19 May 2010 - Finnish company Lemminkainen Oyj ( HEL : LEM1S ) said today that it will construct an office building at Toolonlahti in downtown Helsinki , without disclosing financial details .",neutral
"A meeting for the media and analysts will be held on the same day at 10:30 a.m. at Stonesoft Headquarters in Helsinki , Italahdenkatu 22 A. The Interim report will be presented by Stonesoft 's CEO Ilkka Hiidenheimo .",neutral
Finnish consumer packaging manufacturer Huhtamaki Oyj said it swung to a net profit of 84.1 mln euro $ 105.6 mln in the first nine months of 2006 from a net loss of 2.6 mln euro $ 3.3 mln in the same period of 2005 .,positive
"BAVARIA Industriekapital AG 's 2006 revenues were EUR 333 million , with an EBITDA of EUR 51 million .",neutral
"`` Small firms are suffering at the moment because they are likely to have money trouble , '' he added .",negative
"According to Nordic financial group Nordea 's analyst Sami Sarkamies , this makes Nokia 's portfolio competitive again .",positive
"Raisio 's bid to buy Glisten is a `` win-win '' deal for both companies , the chairman of the UK snacks firm told just-food today 10 February .",positive
"In Q1 of 2009 , Bank of + land 's net interest income weakened by 10 % to EUR 9.1 mn .",negative
"Finnish telecoms software developer Tecnomen Oyj said on December 5 , 2006 it won a $ 3.3 mln ( 2.5 mln euro ) order to supply an expansion of the charging and messaging systems for the mobile and fixed networks of Brasil Telecom .",positive
Profit for the period was EUR 15.6 mn compared to EUR 14.1 mn in 2007 .,positive
"In 2009 , Comptel slipped to a net loss of EUR2 .1 m from a profit of EUR6 .6 m in the previous year .",negative
"Founded in 1994 , the company uses a six-step , time-focused , collaborative project approach to improve financial institutions ' revenue streams .",neutral
"Many of the commercial vessels had got stuck in the narrow Bay of Bothnia , where the ice is thicker , and around the Aaland islands .",negative
"Helsinki on October 22 , 2008 SSH COMMUNICATIONS SECURITY CORP Board of Directors For further information , please contact : Tomi Laamanen , Chairman , tel. +358 0 400 609 544 Distribution : NASDAQ OMX Helsinki Ltd. .",neutral
Operating loss amounted to EUR 0.7 mn compared to a profit of EUR 0.8 mn in the second quarter of 2005 .,negative
"HELSINKI Thomson Financial - Shares in Cargotec fell sharply in early afternoon trade after the cargo handling group posted a surprise drop in April-June profits , which overshadowed the large number of new orders received during the three months .",negative
Earnings per share ( EPS ) dropped to EUR 0.21 from EUR 0.31 .,negative
"Risto Raty , Tekla 's executive vice president , said that Tekla Structures and ArchiCAD will cover the entire design and documentation workflow throughout a construction project .",neutral
"The report examines the medical equipment business structure and operations , history and products , and provides an analysis of its key medical equipment revenue lines .",neutral
The company said that the fall in turnover had been planned .,negative
"Operating profit totaled EUR 6.7 mn , down from EUR 7.2 mn in the corresponding period in 2005 .",negative
Net sales fell by 33 % from the third quarter of 2008 to EUR 130.5 mn .,negative
"The Process Products orders are for the installation of separation-filtration equipment at three natural gas pipeline projects in China , South America , and Saudi Arabia .",neutral
"The shopping center to be opened in St. Petersburg , Russia in November 2010 will turn the cash flow of Finnish department store chain Stockmann 's Russian operations positive for the first time in 2011 .",positive
"In the fourth quarter of 2008 , net sales decreased to EUR 121.4 mn from EUR 165.5 mn in the fourth quarter of 2007 .",negative
The final outcome of the rights offering is to be reported around 23 October 2009 .,neutral
"2009 3 February 2010 - Finland-based steel maker Rautaruukki Oyj ( HEL : RTRKS ) , or Ruukki , said today it slipped to a larger-than-expected pretax loss of EUR46m in the fourth quarter of 2009 from a year-earlier profit of EUR45m .",negative
"According to Arokarhu , some of the purchases that had been scanned into the cash register computer disappeared when the total sum key was pressed .",negative
At CapMan Haavisto will be responsible for Group Finances and Accounting and IT .,neutral
"Financial , strategic and operational factors are considered .",neutral
The company said that sales in the three months to the end of March slid to EUR86 .4 m US$ 113.4 m from EUR91 .2 m last year .,negative
Pretax profit jumped to EUR 21.9 million from EUR 3.1 million .,positive
"Cohen & Steers , Inc. : 5 534 626 shares representing 4.985 % of the share capital and voting rights .",neutral
The company turned to earnings per share ( EPS ) of EUR 0.03 versus loss per share of EUR 0.01 .,positive
"Both operating profit and sales for the three-month period increased , respectively from EUR0 .3 m and EUR13 .1 m , as compared to the corresponding period in 2005 .",positive
"Tikkurila , a division of Kemira group , controls about 23 % of the Russian market in its field and owns St. Petersburg paint producer TEX. .",neutral
Sponda Plc 's Annual General Meeting decided on 23 March 2005 to establish a Shareholders ' Nomination Committee to prepare proposals for the Annual General Meeting in 2006 on the composition of the Board of Directors and their remuneration .,neutral
"Finnish silicon wafer technology company Okmetic Oyj ( OMX Helsinki : OKM1V ) reported on Thursday ( 7 August ) an operating profit of EUR5 .3 m for the period January-June 2008 , up from EUR3 .3 m in the corresponding period in 2007 .",positive
"Profit for the period was EUR 10.9 mn , down from EUR 14.3 mn in 2009 .",negative
"According to Nordic financial group Nordea 's analyst Sami Sarkamies , this makes Nokia 's portfolio competitive again .",positive
"As with other stakeholders , COMPTEL has been involved in the workshops , meetings and filed comments on the issues of greatest importance to the competitive sector of our industry .",neutral
The air traffic of Finland has been in stoppage since then .,negative
"Finnish investment group Panostaja Oyj said its net profit went up to 8.6 mln euro $ 11.4 mln in fiscal 2005-06 , ended October 31 , 2006 , from 2.8 mln euro $ 3.7 mln in the same period of fiscal 2004-05 .",positive
With the new production plant the company would increase its capacity to meet the expected increase in demand and would improve the use of raw materials and therefore increase the production profitability .,positive
The Swedish subsidiary holds 1.0 % net smelter return `` NSR '' royalties over two advanced copper projects in northern Sweden - the Viscaria and Adak Projects - being developed by Avalon Minerals Ltd. ASX : AVI .,neutral
"narrows to EUR2 .8 m 9-mo '09 29 October 2009 - Finnish software and hardware developer Elektrobit Oyj HEL : EBG1V , or EB , said today that its net loss narrowed to EUR2 .8 m for the first nine months of 2009 from EUR35 .6 m for the same period a year ago .",positive
"In 2007 , Etteplan had turnover of EUR125 .2 m.",neutral
Runway Visual Range is a calculated assessment of the distance that a pilot can see down a runway .,neutral
"Rinkuskiai raised the sales by 18.1 percent , to 1.37 million liters , while the sales of Kauno Alus grew by 14.3 percent , to 960,000 liters .",positive
"Elcoteq 's global service offering covers the entire lifecycle of products , from product development to after-market services .",neutral
"It grew in Finland , Norway , Denmark and the Baltic countries .",neutral
The ISO certification demonstrates that we are moving forward in our quality commitments to our customers . ',positive
"However , the growth margin slowed down due to the financial crisis .",negative
"The decision of Tekes was based on , among other , the following grounds : the project has a significant impact on the business development of the company .",neutral
"Cerberus Capital Management LP-backed printing paper maker NewPage Corp. has posted mixed second-quarter results , casting a cloud over its planned initial public offering .",negative
"If Honkarakenne starts production there , it will need a partner for sawmill operations .",neutral
"Eero Katajavuori , currently Group Vice President , Human Resources , will take a year-long sabbatical starting from October 1 , 2010 .",neutral
"Profit for the period was EUR 9.8 mn , up from EUR 6.0 mn in 2004 .",positive
In the meantime the CEO 's duties will be assumed by Outotec 's Deputy CEO Seppo Rantakari .,neutral
The company confirmed its estimate for lower revenue for the whole 2009 than the year-ago EUR93 .9 m as given in the interim report on 5 August 2009 .,negative
The borrower was happy to do the roadshow and this paid off as the hit ratio from it was high .,positive
"Published by Globes online , Israel business news - www.globes-online.com - on November 16 , 2009 -  Copyright of Globes Publisher Itonut 1983 Ltd. 2009",neutral
"Rautakesko 's business operations in Norway and Russia , acquired in July 2005 , are included in the figures of the comparable period , impacting sales growth starting from August .",neutral
"In the Baltic states the company reports net sales of EUR 11.9 mn , down from EUR 14.2 mn , and an operative EBIT of EUR -2.2 mn , down from EUR -1.7 mn .",negative
"It started with software that was capable of retrieving the data typed into the computer keyboard ( `` keyloggers '' ) , and then more complex mechanisms arrived on the scene , such as phishing and pharming .",neutral
"In Finland , OP-Pohjola 's staff union is boycotting the group 's insurance sales tasks because the company has refused to take the sale of insurance into account in determining wages .",negative
"The share capital of Biotie Therapies Corp. constitutes 90,211,860 shares in the aggregate and the number of voting rights attached to the shares amounts to 90,211,860 .",neutral
In 2007 Etteplan reported a turnover of EUR125 .2 m.,neutral
"OVA Press has a 60 % stake in the joint venture , while IMSM holds a 40 % stake .",neutral
"The Ministry of Water in Tanzania has awarded Poyry a water and sanitation engineering assignment for the rehabilitation and extension of water supply and sanitation infrastructure in Bukoba and Musoma , situated at Lake Victoria in northern Tanzania .",positive
"The outsourcing agreement , which covers equipment and depots in Turku and Tampere , will run for five years , Cramo said on Thursday .",neutral
"In its financial report , published on Friday , SEB said its net profit soared to SEK6 .745 bn in 2010 from a year-earlier SEK1 .114 bn and proposed a 50 % dividend increase to SEK1 .50 per share .",positive
Return on investment was 16.6 % compared to 15.8 % in 2004 .,positive
The percentages of shares and voting rights have been calculated in proportion to the total number of shares registered with the Trade Register and the total number of voting rights related to them .,neutral
"On preliminary estimate , the hotel will operate under the brand Novotel .",neutral
The trucks feature an Eco Drive system - a fuel measuring tool which stores data particular to individual drivers .,neutral
The company 's previous estimate was for a lower revenue than the year-ago EUR 93.9 million .,negative
"The OMX Helsinki index was down 0.34 pct at 8,256.02 on turnover of 813.191 mln eur .",negative
Pretax loss totalled EUR 162.3 mn compared to a profit of EUR 253.5 mn in 2007 .,negative
"Finnish Kemira Group 's CEO , Lasse Kurkilahti , says the Group 's structural reorganisation will continue for at least a year .",neutral
"The most significant capital expenditure items were in the global enterprise resource planning ERP project , product development and production machines .",neutral
